"ap 10:00"|10|"At 10 to 15 feet (3 to 5 meters) tall, corn, also called maize, is a midsized species of grass. The tallest kind of grass, bamboo, can be over 150 feet (50 meters) tall and can grow more than a foot a day, among the fastest of any living organism."|Reactions|"Theodore Gray"
00:00|0000|"Under the right conditions, you can watch rusting happen in front of your eyes in a matter of seconds. This fine (0000 grade) steel wool is literally on fire with rusting. (Steel is a name for an alloy, a mixture of metals, that is about 95 percent iron.)"|Reactions|"Theodore Gray"
