"ap 03:00"|three|"<p>""No more than four hours,"" Stotz replied.</p>
<p>""Make it three,"" replied Jellico and the com clicked off.</p>
<p>""You heard him,"" said the engineer.</p>"|"Derelict for Trade"|"Andre Norton"
"ap 02:45"|"two hours, forty-five minutes"|"<p>He didn't let himself look at the time until Stotz said finally, ""We're done.""</p>
<p>All four of them looked: two hours, forty-five minutes.</p>
<p>""Nice work, my children."" Ali managed a graceful bow despite the bulky suit.</p>"|"Derelict for Trade"|"Andre Norton"
