"< 00:00"|"nearly midnight"|"It was not till nearly midnight that he entered the living room again."|"Second Foundation"|"Isaac Asimov"
"ap 10:00"|10.00|"Commander Cenn nodded. “I will take my squadron through hyperspace: radius, 10.00 parsecs; theta, 268.52 degrees; phi, 84.15 degrees. Return to origin at 1330. Total absence 11.83 hours.”"|"Second Foundation"|"Isaac Asimov"
