"ap < 00:58"|"almost two-to-one"|"the courtyard. The captain's squad consisted of ten
men—so they were outnumbered almost two-to-one.
The seamen had no lances but the cavalry had left"|"Elric at the End of Time"|"Michael Moorcock"
"> 00:00"|"just after midnight"|"
It was just after midnight when the strange noises
awakened the warrior."|"Elric at the End of Time"|"Michael Moorcock"
00:00|midnight|"""But I am curious to find out who you are—and
why men hunt giant four-legged birds at midnight,""
he said. ""Who were the men from whom you"|"Elric at the End of Time"|"Michael Moorcock"
00:00|midnight|"dled to ten evil sorcerer-warriors whose only plea-
sure was the midnight hunts.
"|"Elric at the End of Time"|"Michael Moorcock"
