12:00|noon|"The sharply silver light of noon poured through clerestory windows onto a floor worked in green, blue and eggshell tiles to simulate a bayou with water plants and, here and there, a splash of exotic color to indicate bird or animal."|"Dune Messiah"|"Frank Herbert"
"ap 01:00"|one|"“But significant,” Paul said. “It says you expect the worst of me.” Edric arched his neck, stared sideways at Stilgar with a look of apprehension. “People always expect the worst of the rich and powerful, Sire. It is said one can always tell an aristocrat: he reveals only those of his vices which will make him popular.”"|"Dune Messiah"|"Frank Herbert"
"< 00:00"|"Almost midnight"|"“What time is it?” Paul asked.
“Almost midnight, Sire,” Korba said.
“Korba, I think you may be my finest creation,” Paul said."|"Dune Messiah"|"Frank Herbert"
12:00|noon|"His grillwork of plasmeld looked onto the blazing light of noon across Arrakeen. Inward—there lay blackest night. A shower of sweet odors from a garden roof nibbled at his senses, but no floral perfume could roll back that fallen moon."|"Dune Messiah"|"Frank Herbert"
"< 12:00"|"almost midday"|"It was almost midday when they brought her into the room—an odd space, mixture of desert-Fremen and Family-Aristocrat. Hiereg hangings lined three walls: delicate tapestries adorned with figures out of Fremen mythology. A view screen covered the fourth wall, a silver-gray surface behind an oval desk whose top held only one object, a Fremen sandclock built into an orrery. The orrery, a suspensor mechanism from Ix, carried both moons of Arrakis in the classic Worm Trine aligned with the sun."|"Dune Messiah"|"Frank Herbert"
