"ap 11:30"|"half past eleven"|"Bellonda and Tamalane stared at her. ""It's only half past eleven,"" Tamalane"|Dune|"Frank Herbert"
12:00|midday|"training course. Two acolyte students with instructor at midday high over the"|Dune|"Frank Herbert"
"ap 06:00"|six|"much as for food. You report to Reassignment tonight. Tell them I want you in
my workroom at six tomorrow morning.""
""I will be there, Mother Superior. Will I continue to mark your map?"" As"|Dune|"Frank Herbert"
"ap 09:47"|9:47|"He recalled seeing the time projected on the ceiling: 9:47. And he had"|Dune|"Frank Herbert"
12:00|noon|"immediately. They are relocating five communities east of us. We probably can
have them by noon.""
""Isn't there an observation terminal at the edge of that desert spur south of"|Dune|"Frank Herbert"
"ap < 03:00"|"Almost three"|"""Look what time it is."" He lifted his chin toward the ceiling projection.
""Almost three.""
""It was so funny, Duncan."""|Dune|"Frank Herbert"
17:05|"5:05 P.M."|"20, 1926, Seattle, Washington; died 5:05 P.M. February 7, 1984, at Kawaloa,"|Dune|"Frank Herbert"
