00:00|00:00|"Title: Thuvia, Maid of Mars
Author: Edgar Rice Burroughs
Language: English
CreationDate: Sun Aug 13 00:00:00 EDT 2000
ModificationDate: Tue Jul 22 07:07:21 EDT 2008"|"Thuvia, Maid of Mars"|"Edgar Rice Burroughs"
"ap 07:07"|07:07|"Title: Thuvia, Maid of Mars
Author: Edgar Rice Burroughs
Language: English
CreationDate: Sun Aug 13 00:00:00 EDT 2000
ModificationDate: Tue Jul 22 07:07:21 EDT 2008"|"Thuvia, Maid of Mars"|"Edgar Rice Burroughs"
00:00|00:00|"Title: Thuvia, Maid of Mars
Author: Edgar Rice Burroughs
Language: English
CreationDate: Sun Aug 13 00:00:00 EDT 2000
Genre: Adventure"|"Thuvia, Maid of Mars"|"Edgar Rice Burroughs"
"< 00:00"|"Toward midnight"|"Toward midnight Vas Kor returned to the vessel from his son’s house, repairing at once to his cabin. Carthoris, with one of the Dusarians, was on watch. It was with difficulty that the Heliumite repressed a cold smile as the noble passed within a foot of him–within a foot of the long, slim, Heliumitic blade that swung in his harness."|"Thuvia, Maid of Mars"|"Edgar Rice Burroughs"
"ap 01:00"|one|"Hornet-like monster. Bald-faced and about the size of a Hereford bull. Has frightful jaws in front and mighty poisoned sting behind. The eyes, of myriad facets, cover three-fourths of the head, permitting the creature to see in all directions at one and the same time. (See THE WARLORD OF MARS.)"|"Thuvia, Maid of Mars"|"Edgar Rice Burroughs"
