13:00|"one, this afternoon"|"“I thought that was going to be one, this afternoon with Grandfather Lamech.”"|"Many Waters"|"Madeleine L'Engle"
12:00|noon|"Japheth said, “The sun is high. The Den cannot cross the oasis at full noon without getting the sun sickness again.”"|"Many Waters"|"Madeleine L'Engle"
