15:00|"three in the afternoon"|"""She's right, son,"" Dor said ""And you don't have to choose one or the other. The wedding won't take all day ""
""It's at three in the afternoon,"" Jenny said
""Then let's have your birthday in the morning,"" Dolph said ""I know Electra will want to be there too. And Che Centaur, of course, and Gwenny Goblin."" They were Jenny's closest friends, though Gwendolyn was now Queen of Goblin Mountain, making the goblins behave Che was tutor for Sim, the Simurgh's chick, who would some millennium inherit the position of Wisest Bird in the Universe."|"Zombie Lover"|"Piers Anthony"
"ap 01:00"|one|"The two tables merged at the interface, with Tristan at one, and Terian at the other, facing each other. Terian's décolletage seemed to be lower than before, especially when she leaned forward, and Tristan seemed to be standing taller. They dealt out their hands of Klondike and played rapidly. Soon they were playing on each other's aces. The cards had no trouble crossing the barrier of the screen, as they were mere images themselves."|"Zombie Lover"|"Piers Anthony"
