00:00|midnight|"Then with a strange thrill of wonder I saw that these tiny constellations were not in the irises alone; that they clustered even within the pupils—deep within them, like far-flung stars in the depths of velvety, midnight heavens."|"The Metal Monster"|"A. Merritt"
00:00|midnight|"How great it was I could not tell, for the height of its precipitous walls barred the vision. The frowning facade turned toward us was, I estimated, five miles in length. Its colossal scarp struck the eyes like a blow; its shadow, falling upon us, checked the heart. It was overpowering—dreadful as that midnight city of Dis that Dante saw rising up from another pit."|"The Metal Monster"|"A. Merritt"
