00:00|midnight|"Yes, there would be enough light
to read a book or write a letter at midnight,
and if you drank enough tequila"|"Aimless Love"|"Billy Collins"
22:00|"ten o’clock at night"|"get away with things the way you used to
when it would be ten o’clock at night
and I wouldn’t know where you were."|"Aimless Love"|"Billy Collins"
00:00|Midnight|"where you love to float on your back all summer,
we enter the Midnight Zone where the monkfish
quietly says his prayers in order to attract fresh prey,"|"Aimless Love"|"Billy Collins"
