"~ 12:00"|"about noon"|"It was now about noon, and the light in the dungeon was brighter than it had been. He paused as he was about to mount the stairs. There was something behind them, where he hadn't had to clean. Curious, he looked."|"Up in a Heaval"|"Piers Anthony"
00:00|Midnight|"They almost collided with an unsteady black cat. Claire was annoyed but then picked up on the situation. This was Midnight Cat, recently arrived from Mundania, and lost. Go to the admission center, Claire suggested. They would assign a suitable residence. Midnight nodded appreciatively and headed in the indicated direction."|"Up in a Heaval"|"Piers Anthony"
00:00|midnight|"However, I have a serious problem there seems to be no solution for here in Mundania. I have in my home a magnificent ancient clock that was bequeathed to me. No one seems to know its history and even the so-called antique experts can tell me nothing about its origin. There has never been a problem with the timepiece in all the time I have had it. Last night, though, something strange occurred. At midnight the clock struck the hour and chimed the usual melodious twelve notes. Yet five minutes later, it marked the hour again, this time with a deep, resonant Bong. It then continued and sounded 1 ... 2 ...3...4 ...5 ...6 ...7 ...8 ...9 ...10... 11 ... 12, and after a tiny flicker of a pause, 13. Thirteen? Could I have dozed off and miscounted? No, I was still up, alert and working. Besides, what of the change in tone? I became uneasy in the certainty that this happening would gravely, perhaps dangerously, affect me—I could feel it in my bones. The stillness became expectant, with the entire building holding its breath. The air in the room pressed against me like a straitjacket, forming a question. ""All right, Arjayess, what are you going to do about it?"""|"Up in a Heaval"|"Piers Anthony"
