12:00|noon|"to photograph and prone to disappearing
into the night or even into the thin shadows of noon.
Such an amorphous blob of blackness is she"|"The Rain in Portugal"|"Billy Collins"
12:00|noon|"me pacing around a dining room table
from dawn until noon
then devoting the rest of the day"|"The Rain in Portugal"|"Billy Collins"
